,Sample Size,Variance,Sum of Eigenvalues,Sum of Square Root of Eigenvalues
271,1000000,"[2290.0697850646848, 178.94106867761607, 178.45111852314648]",2647.4646197300726,68.85381684115356
272,1000000,"[545.565875874396, 1051.4830051056574, 1050.072839165624]",2647.1243672700402,68.82882832906728
273,1000000,"[2368.4830022591573, 139.31192016338483, 139.08313911820622]",2646.8807084214623,68.8496291047059
274,1000000,"[2296.263339861737, 172.56162004052467, 172.16479136375182]",2640.9923922584044,68.7939052287301
275,1000000,"[618.806955431141, 1015.3583756257981, 1013.3912621009754]",2647.559240717157,68.83283131858722
276,1000000,"[2110.7071142409795, 269.6891069210609, 269.29648893798]",2649.6953597953766,68.87035942786774
277,1000000,"[159.3480614354015, 1245.4348833034683, 1244.7874381605288]",2649.573032472429,68.8711290582425
278,1000000,"[1665.3762129299068, 491.1288961258465, 491.1253079706919]",2647.6330646595047,68.8487413602155
279,1000000,"[94.18251234697951, 1276.0356821171672, 1275.336255212664]",2645.5570952339085,68.83515254556129
280,1000000,"[254.16297043513967, 1195.7942380514255, 1195.9805068839344]",2645.9403613108598,68.84687560116481
281,1000000,"[1282.0302191572089, 679.4036988285433, 677.5349290692393]",2638.971486026478,68.7689777326048
282,1000000,"[1437.7907539656617, 603.952122424575, 604.1920128018857]",2645.9375351296558,68.82157716664567
283,1000000,"[1651.215394336425, 497.36735424121696, 498.14544066954903]",2646.730835978032,68.82518745722604
284,1000000,"[110.82196229918951, 1267.0375589063358, 1265.1261032099899]",2642.988267403786,68.80093116836483
285,1000000,"[544.2250582155875, 1052.1971983490685, 1050.4821228861178]",2646.9070263577987,68.85060992764804
286,1000000,"[1202.3322450153673, 719.552585530973, 718.8746872515904]",2640.7621585600955,68.7778582401334
287,1000000,"[2048.0986064076574, 302.79831041554945, 301.5713397231412]",2652.4709090172587,68.90594328527314
288,1000000,"[2090.4829950756493, 277.64190296332265, 277.67956712047595]",2645.8071109665593,68.8302087425372
289,1000000,"[1431.5894548035835, 606.2564727079183, 606.0012203483265]",2643.8497917096247,68.81299876773829
290,1000000,"[1622.558988350768, 511.73141221204753, 512.5081602589117]",2646.801207622936,68.83735209459608
291,1000000,"[2419.4174516829594, 113.17949134435477, 113.29881424355109]",2645.898403169271,68.8306174526698
292,1000000,"[1401.6308801295067, 620.9984727632959, 620.1159017333727]",2642.7478973740667,68.79998393809188
293,1000000,"[1939.219169270726, 355.21124370484847, 353.80069034958063]",2648.233751558905,68.85174725468849
294,1000000,"[123.42398398726233, 1262.917859252051, 1262.8587171527136]",2649.2032095952254,68.85594591312771
295,1000000,"[379.6734409217464, 1131.7372197276688, 1131.3412421020557]",2642.7545455060167,68.77898558013146
296,1000000,"[2079.748096665184, 281.9060436521825, 281.6370165663256]",2643.29380017749,68.81673660234333
297,1000000,"[1484.529987201959, 581.0095084374097, 580.6907039206744]",2646.232845792892,68.84218895744476
298,1000000,"[107.37108876139983, 1270.3632333563671, 1271.0740996245272]",2648.8110705533622,68.87348715094184
299,1000000,"[576.5971040018804, 1036.9794969080315, 1036.2059822612368]",2649.7852329563852,68.86426116114804
